date,open,high,low,close,volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,trend_stc,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,others_dr,others_dlr,others_cr,rsi
2021-06-18 20:00:00,258.8,258.8999,258.78,258.8999,2898.0,2898.0,2898.0,,,,,,13.866097638798975,1000.0,,0.0,,,,,,0.0,0.0,,258.9798333333334,258.7400333333333,,0.6666666666665877,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,258.83995,260.11402266666664,259.5738495,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-0.38911167541058056,,0.0,
2021-06-18 19:55:00,258.9,258.9,258.59,258.59,2333.0,565.0,565.0,,,,-1261.658808401361,,-14.069028695064588,998.803012283898,,0.0,,,,,,0.0,0.0,,258.9915833333333,258.5616833333333,,0.06586803132514742,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,258.745,260.11402266666664,259.5738495,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-0.11969877161019937,-0.11977046780851097,-0.11969877161019937,
2021-06-18 19:50:00,258.9,258.9,258.9,258.9,101.0,565.0,666.0,,,,0.0,,-2.6714926402079793,1000.0003862496663,,0.0,,,,,,0.0,0.0,,258.96105555555556,258.67445555555554,,0.7869659610761379,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,258.745,260.11402266666664,259.5738495,,,,258.59,,1.0,0.0,,,,,,,,,,,,,,,,,0.11988089253258671,0.11980909276765317,3.86249666251004e-05,
2021-06-18 19:45:00,258.85,258.85,258.85,258.85,438.0,565.0,228.0,,,,-0.0,,0.03649105719378949,1000.0003862496663,,0.0,,,,,,0.0,0.0,,258.93329166666666,258.7183416666667,,0.6125067845236378,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,258.745,260.11402266666664,259.5738495,,,,258.59,,0.0,0.0,,,,,,,,,,,,,,,,,-0.019312475859389888,-0.019314340958143106,-0.01927385835219786,
2021-06-18 19:40:00,258.85,258.85,258.85,258.85,388.0,565.0,616.0,,,,0.0,,-0.08458864426411775,1000.0003862496663,,0.0,,,,,,0.0,0.0,,258.9166333333334,258.7446733333333,,0.6125067845235527,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,258.745,260.11402266666664,259.5738495,,,,258.6024,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,-0.01927385835219786,
2021-06-18 19:35:00,258.85,258.85,258.85,258.85,801.0,565.0,1417.0,,,,0.0,,0.0,1000.0003862496663,,0.0,,,,,,0.0,0.0,,258.90552777777776,258.76222777777775,,0.6125067845238212,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,258.745,260.11402266666664,259.5738495,,,,258.614304,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,-0.01927385835219786,
2021-06-18 19:30:00,258.9,258.9,258.9,258.9,821.0,565.0,2238.0,,,,0.0,,0.15858605369890924,1000.0003862496663,,0.0,,,,,,0.0,0.0,,258.9047380952381,258.78190952380953,,0.9614251376287776,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,258.745,260.11402266666664,259.5738495,,,,258.62573184,,0.0,0.0,,,,,,,,,,,,,,,,,0.01931620629707087,0.019314340958143106,3.86249666251004e-05,
2021-06-18 19:25:00,258.9,258.9,258.9,258.9,128.0,565.0,2366.0,,,,0.0,,0.15858605369890924,1000.0003862496663,,0.0,,,,,,0.0,0.0,,258.90414583333336,258.79667083333334,,0.9614251376284597,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,258.745,260.11402266666664,259.5738495,,,,258.6367025664,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,3.86249666251004e-05,
2021-06-18 19:20:00,258.97,258.97,258.97,258.97,500.0,565.0,2866.0,,,,0.0,,0.13518733101593283,1000.0003862496663,,0.0,,,,,,0.0,0.0,,258.91146296296296,258.81592962962964,,1.612739396759354,1.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,258.78,,,258.78,260.11402266666664,259.5738495,,,,258.647234463744,,0.0,0.0,,,,,,,,,,,,,,,,,0.02703746620318359,0.027033811738963465,0.027076101613032755,
2021-06-18 19:15:00,258.97,258.97,258.97,258.97,500.0,565.0,3366.0,,,,0.0,,0.13518733101593283,1000.0003862496663,,0.09098999999999932,,,,,,0.0,0.0,258.87432666666666,258.9173166666667,258.8313366666667,0.03321302699541793,1.6127393967589019,1.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,258.78,,,258.78,260.11402266666664,259.5738495,,,,258.6666003959194,,0.0,0.0,,,,,,,,,,,,258.97,,,,,0.0,0.0,0.027076101613032755,
2021-06-18 19:05:00,258.9,258.9,258.9,258.9,100.0,565.0,3266.0,,,,-0.0,,-0.027030157933370668,999.7300845659287,,0.0888910000000044,,,,,,0.0,0.0,258.8783333333334,258.90933333333334,258.8473333333333,0.023949474334795037,0.8494623655910134,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,258.91,,,258.78,260.11402266666664,259.5738495,,,,258.6848043721642,,0.0,0.0,,,,,,,,,,,,258.9697080040037,,,,,-0.027030157933372045,-0.027033811738963465,3.86249666251004e-05,
2021-06-18 18:50:00,258.93,258.95,258.93,258.95,330.0,895.0,3596.0,,,,242.42424242414597,,0.03670101240268091,999.7300845659287,,0.0850019000000051,,,,,,0.0,0.0,258.9033333333333,258.9053333333333,258.90133333333335,0.001544978177168669,12.166666666773247,1.0,0.0,,,,,,,,,,258.8774916666667,,258.9057045116838,,0.0,0.0,0.0,,,,,,,,,,,258.91,,,258.78,260.11402266666664,259.5738495,,,,258.7019161098344,,0.0,0.0,,,,,,,,,,,,258.96613472344427,,,,,0.01931247585940099,0.019310611240896947,0.019351108285481367,
2021-06-18 18:30:00,258.8,258.8,258.8,258.8,273.0,895.0,3323.0,,,,-0.0,,-0.09440746646639597,999.1509785119226,,0.09150171000000232,,,,,,0.0,0.0,258.8933333333333,258.8953333333333,258.89133333333336,0.00154503785341283,-22.8333333335536,0.0,1.0,,,,,,,,,,258.8691666666667,,258.889442279117,,0.0,0.0,0.0,,,,,,,,,,,258.885,,,258.78,260.11402266666664,259.5738495,,,,258.7180011432443,,0.0,0.0,,,,,,,,,,,,258.95939807962066,-0.038586341671043904,,,,-0.057926240586980704,-0.0579430243154988,-0.03858634167104302,
2021-06-18 18:25:00,258.99,258.99,258.99,258.99,399.0,895.0,3722.0,,-102.32834134929291,40.64267211516511,0.0,,0.13479026582506048,999.1509785119226,258.84138795870797,0.10135153900000185,,,,,,0.0,0.0,258.9073333333333,258.90933333333334,258.9053333333333,0.0015449543079837185,21.166666666571928,1.0,0.0,,,,,,0.038309087281617894,,,,258.9025,,258.9049126977144,,0.0,0.0,0.0,,,,,,,,,,,258.895,,,258.78999999999996,260.11402266666664,259.5738495,,,,258.73312107464966,,0.0,0.0,,56.408273024375994,,,,,,100.0,,-0.0,,258.96074586161564,0.15468502262269776,,,,0.07341576506953995,0.07338882887948373,0.03480109494056194,
2021-06-18 18:20:00,258.91,258.91,258.91,258.91,199.0,895.0,3523.0,,-89.98429258510775,39.1700236745376,-0.0,-72.8024689983725,0.2314593478184543,998.8423485328465,258.83590434505084,0.09921638510000007,,,,,,0.0,0.0,258.9133333333333,258.9153333333333,258.91133333333335,0.0015449185055342548,-0.3333333333333333,0.0,1.0,,,,,,0.03918851005689335,,,,258.90333333333336,,258.9056953596045,,0.0,0.0,0.0,0.8421052631579082,0.7518045112782233,0.09030075187968489,,,,,-3.6757229379790743,-3.6757229379790743,0.0,258.895,,,258.78999999999996,260.11402266666664,259.5738495,,,,258.7536713886777,,0.0,0.0,,50.89243098120782,,,,,,80.00000000000568,,-19.999999999994316,,258.9600241411432,0.0038624951718994787,,,,-0.030889223522134746,-0.0308939952254228,0.003901121630422999,
2021-06-18 18:15:00,259.02,259.02,259.02,259.02,156.0,895.0,3679.0,,-74.67796507295047,69.55830691225003,0.0,17.316017316010427,0.004808302361365535,999.266714754076,258.9062855473315,0.10029474658999575,,,,,,0.0,0.0,258.93033333333335,258.9323333333333,258.92833333333334,0.0015448170743336067,22.916666666876278,1.0,0.0,,,,,,0.022634604609691935,,,,258.9175,,258.9232806888961,,0.0,33.032395114178655,35.90015932023396,0.9823008849557674,0.7079646017699097,0.2743362831858577,,,,,-3.505440311782394,-3.590581624880734,0.08514131309834028,258.90999999999997,,,258.80499999999995,260.11402266666664,259.5738495,,,,258.77257767758346,,0.0,0.0,,57.10364869147068,,,,,,100.0,93.33333333333523,-0.0,,258.9623625903833,0.06567510141006724,,,,0.042485805878467175,0.04247678321549486,0.04638858493184461,
2021-06-18 18:10:00,259.02,259.43,259.02,259.02,29887.0,-28992.0,33566.0,,-64.00968434824327,96.95221598992853,281.22595108244474,37.40358525047077,0.06627785717041929,999.266714754076,259.12059755631924,0.13126527193099866,,,,,,0.0,0.0,258.956,258.99899999999997,258.913,0.033210275104633945,1.2441860465119277,1.0,0.0,,,,,,0.022634604609691935,,,,258.9316666666667,,258.9381605829121,,0.0,49.583269260342036,27.027525757342286,0.9837398373983882,0.6504065040650241,0.3333333333333641,,,,,-3.292857571100597,-3.4913402736206884,0.19848270252009126,259.115,,,259.01,260.11402266666664,259.5738495,,,,258.7973199098251,,0.0,0.0,,57.10364869147069,,,,,,34.920634920630484,71.64021164021206,-65.07936507936952,,258.96392938370235,0.06567510141006724,,,,0.0,0.0,0.04638858493184461,
2021-06-18 18:05:00,259.02,259.02,259.02,259.02,252.0,-28992.0,33818.0,,-54.86544372706566,97.49895954073453,-0.0,37.40358525047077,0.0,999.266714754076,259.1232799754323,0.11813874473789879,,,,,,0.0,0.0,258.96799999999996,259.01099999999997,258.925,0.033208736214495965,1.1046511627909206,1.0,0.0,,,,,,0.02203825057533864,,,,258.9458333333334,,258.95075126246405,,0.0,49.583269260342036,27.027525757342286,0.9830508474576426,0.9830508474576426,0.0,,,,,-3.1360678510400057,-3.4025221679755178,0.266454316935512,259.115,,,259.01,260.11402266666664,259.5738495,,,,258.8732415206461,,0.0,0.0,,57.10364869147069,,,,,,34.920634920630484,56.61375661375365,-65.07936507936952,,258.9654535859105,0.06567510141006724,,,,0.0,0.0,0.04638858493184461,
2021-06-18 18:00:00,259.02,259.02,259.02,259.02,135.0,-28992.0,33953.0,,-47.02752319462771,97.49895954073453,0.0,37.40358525047077,0.0,999.266714754076,259.12595071681994,0.1063248702641089,,,,,,0.0,0.0,258.973,259.01599999999996,258.93,0.03320809505236294,1.0465116279072226,1.0,0.0,,,,,,0.0214253039886425,,,,258.9558333333334,,258.9614049143927,,0.0,49.583269260342036,27.027525757342286,0.9830508474576426,0.9830508474576426,0.0,,,,,-2.9891467738326147,-3.319847089146937,0.3307003153143224,259.115,,,259.01,260.11402266666664,259.5738495,,,,258.9400525381686,,0.0,0.0,,57.10364869147068,,,,,,34.920634920630484,34.920634920630484,-65.07936507936952,,258.9661236605789,0.04634994206257419,,,,0.0,0.0,0.04638858493184461,
