<<<<<<< HEAD
date,open,high,low,close,volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,trend_stc,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,others_dr,others_dlr,others_cr,rsi
2021-06-18 20:00:00,621.0,621.0,620.85,620.95,1422.0,474.00000000071856,1422.0,,,,,,1.4910350191505395,1000.0,,0.0,,,,,,0.0,0.0,,621.0833333333334,620.7833333333334,,0.5555555555555135,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,620.925,622.1676016666667,621.7412999999999,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-0.16900272888379364,,0.0,
2021-06-18 19:59:00,620.8,620.85,620.8,620.85,1286.0,1760.0000000007185,136.0,,,,-388.8024883365442,,-2.6103208258242248,999.8389564377163,,0.0,,,,,,0.0,0.0,,620.9833333333333,620.7833333333333,,0.33333333333352283,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,620.9,622.1676016666667,621.7412999999999,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-0.016104356228363592,-0.01610565311906953,-0.016104356228363592,
2021-06-18 19:58:00,620.7,620.75,620.63,620.63,986.0,774.0000000007185,-850.0,,,,-1643.0020283975177,,-0.5564939837286726,999.4846606006923,,0.0,,,,,,0.0,0.0,,620.9188888888889,620.7055555555556,,-0.3541666666671885,0.0,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,620.815,622.1676016666667,621.7412999999999,,,,,621.0,0.0,1.0,,,,,,,,,,,,,,,,,-0.03543529032777881,-0.03544157011035054,-0.051533939930759054,
2021-06-18 19:57:00,620.71,620.71,620.71,620.71,497.0,774.0000000007185,-353.0,,,,0.0,,-0.28532802759813014,999.6134954505192,,0.0,,,,,,0.0,0.0,,620.8666666666667,620.7066666666667,,0.02083333333331853,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,620.815,622.1676016666667,621.7412999999999,,,,,620.9926,0.0,0.0,,,,,,,,,,,,,,,,,0.012890127773390603,0.0128892970677974,-0.03865045494806374,
2021-06-18 19:56:00,620.8,620.8,620.8,620.8,420.0,774.0000000007185,67.0,,,,0.0,,0.1249619389324945,999.7584346565742,,0.0,,,,,,0.0,0.0,,620.8533333333332,620.7253333333334,,0.5833333333331113,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,620.815,622.1676016666667,621.7412999999999,,,,,620.985348,0.0,0.0,,,,,,,,,,,,,,,,,0.014499524737776603,0.014498473658353106,-0.02415653434255649,
2021-06-18 19:53:00,620.94,620.94,620.94,620.94,233.0,774.0000000007185,300.0,,,,0.0,,0.11344310699152677,999.9838956437713,,0.0,,,,,,0.0,0.0,,620.8677777777779,620.7611111111111,,1.6770833333322452,1.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,620.815,622.1676016666667,621.7412999999999,,,,,620.9782410400001,0.0,0.0,,,,,,,,,,,,,,,,,0.02255154639176915,0.022549003912786247,-0.0016104356228341388,
2021-06-18 19:50:00,621.0,621.0,621.0,621.0,994.0,774.0000000007185,1294.0,,,,0.0,,0.1485930304287082,999.9838956437713,,0.0,,,,,,0.0,0.0,,620.8866666666667,620.7952380952381,,2.239583333333916,1.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,620.815,622.1676016666667,621.7412999999999,,,,620.63,,1.0,0.0,,,,,,,,,,,,,,,,,0.009662769349683131,0.009662302534163558,0.008052178114170694,
2021-06-18 19:49:00,621.0,621.0,621.0,621.0,213.0,774.0000000007185,1507.0,,,,0.0,,0.09604792733588713,999.9838956437713,,0.0,,,,,,0.0,0.0,,620.9008333333334,620.8208333333333,,2.2395833333322823,1.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,620.815,622.1676016666667,621.7412999999999,,,,620.6374,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.008052178114170694,
2021-06-18 19:48:00,621.0,621.0,621.0,621.0,633.0,774.0000000007185,2140.0,,,,0.0,,0.0,999.9838956437713,,0.0,,,,,,0.0,0.0,,620.9118518518519,620.8407407407408,,2.2395833333323676,1.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,620.815,,,620.815,622.1676016666667,621.7412999999999,,,,620.644652,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.008052178114170694,
2021-06-18 19:47:00,621.25,621.25,621.25,621.25,228.0,774.0000000007185,2368.0,,,,0.0,,0.09178743961352658,1000.3864656500691,,0.11400000000001001,,,,,,0.0,0.0,620.9136666666667,620.9456666666667,620.8816666666667,0.010307391097325641,5.755208333326395,1.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,620.94,,,620.94,622.1676016666667,621.7412999999999,,,,620.6517589599999,,0.0,0.0,,,,,,,,,,,,621.25,,,,,0.040257648953301306,0.040249547735982105,0.04831306868506857,
